DATE_TIME,PLANT_ID,IRRADIATION(W/m²),WIND_SPEED(m/s),CLOUD_COVER(%),AMBIENT_TEMPERATURE(°C),THEORETICAL_MODULE_TEMPERATURE(°C),ACTUAL_MODULE_TEMPERATURE(°C),THEORETICAL_DC_POWER(kW),THEORETICAL_AC_POWER(kW),ACTUAL_DC_POWER(kW),ACTUAL_AC_POWER(kW),DC_EFFICIENCY,AC_EFFICIENCY,INVERTER_EFFICIENCY,DAILY_YIELD(kWh),TOTAL_YIELD(kWh),THEORETICAL_DC_PER_KWP,THEORETICAL_AC_PER_KWP,CALCULATED_PLANT_CAPACITY(kWp),DC_RESIDUAL(kW),AC_RESIDUAL(kW),EFFICIENCY_RATIO
2020-05-15 04:00:00,4136001,0.0,1.4166666666666665,99.0,25.6972106,25.6972106,24.626179,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 04:15:00,4136001,0.0,1.361111111111111,99.0,25.6277024137931,25.6277024137931,24.773145068965515,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 04:30:00,4136001,0.0,1.3055555555555554,99.0,25.482045785714284,25.482045785714284,24.796690750000003,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 04:45:00,4136001,0.0,1.25,99.0,25.230931689655172,25.230931689655172,24.43690427586207,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 05:00:00,4136001,0.0,1.1944444444444444,99.0,25.1175986,25.1175986,24.104579633333337,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 05:15:00,4136001,0.0,1.3680555555555556,99.25,25.091862099999997,25.091862099999997,23.897232,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 05:30:00,4136001,0.0,1.5416666666666665,99.5,24.916967827586213,24.916967827586213,23.83947131034483,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,25051.255360952437,0.0,,
2020-05-15 05:45:00,4136001,2.838054505,1.7152777777777777,99.75,24.741273799999995,24.81853656471789,23.786661799999997,71.14843403173921,,0.0,0.0,0.0,0.0,,0.0,0.0,0.002840114517479981,,25051.255360952437,-71.14843403173921,,0.0
2020-05-15 06:00:00,4136001,12.961978146666599,1.8888888888888888,100.0,24.74278656666667,25.08461088488045,24.077229833333337,324.6039272391226,313.30122618422917,331.99333333333334,320.43333333333334,0.01246665478388695,0.012333960262143258,0.9651800236952549,80.10833333333333,80.10833333333333,0.012957591248903437,0.012506408228650047,25051.255360952437,7.389406094210756,7.132107149104172,1.02276437675003
2020-05-15 06:15:00,4136001,21.0376687241379,1.8611111111111112,100.0,24.76391089655172,25.32149554336163,24.356189448275863,526.3422730677814,508.2334732177903,587.1795238095239,566.9776190476191,0.022049130764173364,0.02182382010670321,0.9655950115037423,221.8527380952381,221.8527380952381,0.021010614657187787,0.02028774470160794,25051.255360952437,60.83725074174242,58.744145829828824,1.1155849603094827
2020-05-15 06:30:00,4136001,42.435399,1.8333333333333333,100.0,24.7863229,25.91672777480021,24.548886100000004,1059.1618701185778,1025.635757301464,1284.2057142857143,1243.5561904761905,0.04822310481584457,0.0478663454813552,0.9683465636717452,532.7417857142857,532.7417857142857,0.04227979216440789,0.040941491455159955,25051.255360952437,225.0438441671365,217.92043317472644,1.212473513743411
2020-05-15 06:45:00,4136001,103.4958783448276,1.8055555555555556,100.0,25.04824510344827,27.819219088584216,25.746661999999997,2563.4641009846255,2506.0882080292804,3450.8971428571426,3373.6585714285716,0.12958435924828351,0.12985718534704774,0.9776178285729427,1376.1564285714287,1376.1564285714287,0.1023287681215495,0.10003842809153338,25051.255360952437,887.4330418725172,867.5703633992912,1.3461850866301013
2020-05-15 07:00:00,4136001,199.4504836666666,1.777777777777778,100.0,25.6732025,31.040545978650876,28.674707033333338,4875.759008746093,4789.679115831572,6733.253333333333,6614.38,0.25283985083773597,0.2545974204058518,0.982345334796057,3029.7514285714287,3029.7514285714287,0.19463132439845598,0.19119517352800122,25051.255360952437,1857.49432458724,1824.7008841684283,1.3809651628095818
2020-05-15 07:15:00,4136001,317.665025862069,1.7430555555555556,99.25,26.076817999999996,34.68038021442396,30.72550493103449,7649.765393817645,7517.218537777726,8379.64,8234.446666666667,0.31466318327652293,0.3169562196007636,0.9826730822167381,5088.363095238095,5088.363095238095,0.3053645529373904,0.30007352643472174,25051.255360952437,729.874606182354,717.2281288889408,1.0954113712784213
2020-05-15 07:30:00,4136001,382.91336333333334,1.7083333333333335,98.5,26.424239066666665,36.86211185754395,32.206803566666665,9137.313090787158,8966.180844976301,10109.33238095238,9919.995238095238,0.3796147218485409,0.38183551565791224,0.9812710537429866,7568.361904761905,7568.361904761905,0.3647447187428998,0.3579134345080346,25051.255360952437,972.0192901652226,953.814393118937,1.1063791161041945
2020-05-15 07:45:00,4136001,448.28666310344823,1.6736111111111112,97.75,27.12028751724138,39.4198049904137,34.59156220689654,10582.397745237366,10372.627852652327,12052.23142857143,11813.325714285715,0.4525723667006747,0.4547126492991422,0.9801774703961164,10521.693333333333,10521.693333333333,0.4224298380564282,0.41405621008599086,25051.255360952437,1469.8336833340636,1440.6978616333872,1.1388942013633503
2020-05-15 08:00:00,4136001,455.02757533333323,1.6388888888888888,97.0,27.678970266666667,40.24532142196446,35.705856366666666,10703.885579475798,10490.531177538354,12379.565238095238,12132.810476190476,0.4648640520831962,0.4670100976223304,0.9800675744940193,13554.895952380952,13554.895952380952,0.42727940876607795,0.4187626937806086,25051.255360952437,1675.6796586194396,1642.2792986521217,1.156548726738305
2020-05-15 08:15:00,4136001,509.31526299999996,1.402777777777778,97.0,27.953492333333333,42.675714128390425,36.78689773333334,11856.889905841166,11615.279649654934,14071.28,13784.546666666667,0.5283894961567887,0.5305879043534567,0.9796227966941647,17001.03261904762,17001.03261904762,0.47330521903994405,0.4636605823658542,25051.255360952437,2214.3900941588345,2169.2670170117326,1.1867597752651764
2020-05-15 08:30:00,4136001,570.9116793103447,1.1666666666666667,97.0,28.526214655172417,45.83705999508584,38.617749482758605,13110.003215699686,12836.7620001828,16053.013333333332,15718.433333333334,0.6028054041279975,0.6050261066778778,0.9791578071323682,20930.640952380953,20930.640952380953,0.5233271956556053,0.5124199093108742,25051.255360952437,2943.0101176336466,2881.6713331505343,1.22448584254421
2020-05-15 08:45:00,4136001,625.3999813333332,0.9305555555555556,97.0,29.319021466666655,49.258443795164446,40.738035900000014,14146.82117790927,13846.318080783745,17777.12857142857,17399.51142857143,0.6675475158600775,0.6697333273922006,0.9787582600114595,25280.518809523808,25280.518809523808,0.5647150601466471,0.552719529671399,25051.255360952437,3630.307393519299,3553.1933477876846,1.256616475734361
2020-05-15 09:00:00,4136001,654.2055951724136,0.6944444444444444,97.0,29.57204362068965,51.56214766009852,41.47150403448277,14647.39818204153,14332.99041695664,18697.333333333332,18295.993333333332,0.7021020503803156,0.7042402623419471,0.9785349069386009,29854.517142857145,29854.517142857145,0.5846971726962845,0.5721465934716218,25051.255360952437,4049.935151291802,3963.002916376692,1.2764951905422515
2020-05-15 09:15:00,4136001,702.4373413333334,0.9236111111111112,97.0,30.091407233333335,52.520954334262,43.4653736,15659.799190983384,15318.124497969233,20195.25380952381,19754.621904761905,0.7583503409194295,0.7603850667855968,0.9781814128746376,34793.17261904762,34793.17261904762,0.6251103573592731,0.6114713325642633,25051.255360952437,4535.454618540425,4436.497406792672,1.289624059876314
2020-05-15 09:30:00,4136001,756.6826427586207,1.152777777777778,97.0,30.638658379310343,53.64862166830595,44.1451964137931,16783.61419802806,16410.449709851633,19997.38666666667,19552.76761904762,0.7509202478560929,0.7526153921614109,0.9777661423949872,39681.36452380952,39681.36452380952,0.6699709837371581,0.6550749442852558,25051.255360952437,3213.77246863861,3142.3179091959864,1.191482742079248
2020-05-15 09:45:00,4136001,799.745994,1.3819444444444444,97.0,31.37512003333333,54.58812326967322,45.71952399999999,17663.491395152043,17263.652134925174,19059.164285714287,18627.731904761906,0.7156891351815919,0.7170093781978305,0.9773635205361151,44338.2975,44338.2975,0.7050940617804027,0.6891332145308033,25051.255360952437,1395.672890562244,1364.0797698367314,1.0790145537673999
2020-05-15 10:00:00,4136001,828.095938,1.611111111111111,97.0,31.892093833333337,54.881986615121235,46.13117390000001,18265.254345934136,17844.382016684995,18570.720476190476,18142.809523809523,0.6973476212315328,0.6983439874450251,0.9769577624664817,48873.99988095238,48873.99988095238,0.7291153310585909,0.712314882411009,25051.255360952437,305.46613025633997,298.42750712452835,1.0167238914099401
2020-05-15 10:15:00,4136001,874.8338506896552,1.8888888888888888,96.75,32.43747986206897,55.50799280219701,47.14350827586206,19241.27180562502,18774.44224642506,17465.253333333334,17041.513333333332,0.6558363140418407,0.6559534430254379,0.9757381131603015,53134.378214285716,53134.378214285716,0.768076151409822,0.7494411747400457,25051.255360952437,-1776.0184722916856,-1732.9289130917277,0.907697448992302
2020-05-15 10:30:00,4136001,908.0560733333332,2.166666666666667,96.5,33.07413526666666,55.87815518965343,48.6802898,19938.286323790213,19440.200558657485,18074.0,17622.486666666668,0.678695310841501,0.6783159791953066,0.975018627125521,57539.99988095238,57539.99988095238,0.7958996879201573,0.7760170210455424,25051.255360952437,-1864.286323790213,-1817.7138919908175,0.906497163622043
2020-05-15 10:45:00,4136001,943.352708275862,2.4444444444444446,96.25,33.19247010344828,55.80399235358879,50.249560172413794,20720.308905011134,20202.485100822567,18684.176666666666,18217.238095238095,0.7016080054553975,0.7012088549443535,0.9750088762400964,62094.3094047619,62094.3094047619,0.8271165898259942,0.8064460167657833,25051.255360952437,-2036.1322383444676,-1985.2470055844715,0.9017325346027039
2020-05-15 11:00:00,4136001,957.9001053333333,2.7222222222222223,96.0,33.46205666666668,55.42216912272659,51.61099133333334,21076.485636576665,20549.557543200543,17977.836666666666,17528.37714285714,0.6750842892962857,0.674693562279809,0.9749992431156701,66476.40369047619,66476.40369047619,0.8413345093048202,0.8203005097792935,25051.255360952437,-3098.6489699099984,-3021.180400343401,0.8529807566906447
2020-05-15 11:15:00,4136001,970.4477541379308,2.9722222222222223,96.0,34.2517951724138,55.6603050805967,54.89430189655173,21329.41182870092,20796.60446027232,17757.35523809524,17313.777619047618,0.6668050090208036,0.6664333042991323,0.9750200627796191,70804.84809523809,70804.84809523809,0.8514308573113354,0.8301621679482031,25051.255360952437,-3572.05659060568,-3482.8268412247016,0.8325290627189676
2020-05-15 11:30:00,4136001,987.932009,3.2222222222222223,96.0,34.651454666666666,55.65341064030612,56.08395293333334,21714.379717127398,21171.787288380732,18009.66,17559.64,0.6762792847100668,0.6758969166052468,0.9750122989551163,75194.7580952381,75194.7580952381,0.8667980667736815,0.8451387758148576,25051.255360952437,-3704.7197171273983,-3612.147288380733,0.8293886463537676
2020-05-15 11:45:00,4136001,953.3445175862067,3.4722222222222223,96.0,35.15152596551724,54.70731094164455,55.593795275862064,21044.540280941124,20518.38462652972,17059.7,16633.173333333332,0.6406074136529133,0.6402358231353612,0.9749979972293377,79353.05142857143,79353.05142857143,0.8400593095124245,0.8190561443284742,25051.255360952437,-3984.8402809411236,-3885.2112931963893,0.810647311476318
2020-05-15 12:00:00,4136001,946.9201943333331,3.7222222222222223,96.0,35.16610503333333,53.93186393807636,57.4882405,20976.30617086633,20451.86038723059,16969.051904761905,16544.794761904763,0.637203494366933,0.6368339991843834,0.9749981822650866,83489.25011904762,83489.25011904762,0.8373355294426579,0.8164006191525653,25051.255360952437,-4007.2542661044245,-3907.0656253258276,0.8089628253200252
2020-05-15 12:15:00,4136001,977.187623448276,3.951388888888889,96.0,36.37757096551723,55.15970778639611,57.58858162068966,21526.56504391031,20988.349745841064,18008.725714285712,17558.46476190476,0.6762442014228436,0.6758516799258587,0.9749976228454756,87878.86630952382,87878.86630952382,0.8593008507455444,0.8378162867860006,25051.255360952437,-3517.839329624596,-3429.884983936303,0.8365814832766473
2020-05-15 12:30:00,4136001,956.2375366666665,4.180555555555555,96.0,35.96635756666666,53.80827447433839,58.8881528,21194.547535693546,20664.65844661899,17661.64857142857,17220.08619047619,0.6632111357286193,0.6628269804972908,0.9749988015463801,92183.88785714286,92183.88785714286,0.8460473229908323,0.8248951259675846,25051.255360952437,-3532.898964264976,-3444.5722561427974,0.8333109513984551
2020-05-15 12:45:00,4136001,979.0904166666669,4.409722222222222,96.0,35.992946499999995,53.74214961201753,57.72948603333334,21707.558183507546,21165.352474181356,17586.326666666668,17147.06,0.6603827289804975,0.6600160927470702,0.9750222616130941,96470.65285714285,96470.65285714285,0.8665257637085632,0.8448819098771368,25051.255360952437,-4121.231516840879,-4018.292474181355,0.810147623145748
2020-05-15 13:00:00,4136001,926.4382120689656,4.638888888888888,96.0,36.45858144827585,52.789239161460515,60.38937679310346,20628.66064258875,20118.672339811463,17838.133333333335,17397.133333333335,0.6698383007357978,0.6696417909348005,0.9752776822686978,100819.93619047619,100819.93619047619,0.8234581598949642,0.8031003656276074,25051.255360952437,-2790.527309255416,-2721.5390064781277,0.8647257154691733
2020-05-15 13:15:00,4136001,904.246814,4.756944444444445,96.0,36.93956406666667,52.655346191367954,56.85950403333334,20146.66495419947,19651.26994158124,17768.745714285717,17331.82238095238,0.6672327318701302,0.6671278742864615,0.975410569752143,105152.89178571428,105152.89178571428,0.8042177792655539,0.7844425222782172,25051.255360952437,-2377.9192399137537,-2319.447560628858,0.8819695842800975
2020-05-15 13:30:00,4136001,895.4739062068966,4.874999999999999,96.0,36.89079344827587,52.23870511520357,57.14867327586207,19988.589735775622,19497.306096659646,18686.08761904762,18226.817142857144,0.7016797634735559,0.7015775668740816,0.9754217958540279,109709.59607142858,109709.59607142858,0.7979077075287802,0.7782965690034932,25051.255360952437,-1302.5021167280029,-1270.4889538025018,0.9348377182209717
2020-05-15 13:45:00,4136001,866.0270623333333,4.9930555555555545,96.0,36.614378066666674,51.254960668134636,52.980611200000006,19416.652765694747,18939.878310807177,17746.318571428572,17310.55904761905,0.6663905720442634,0.6663094166508409,0.9754450748725376,114037.23583333334,114037.23583333334,0.775077036496926,0.7560450778977286,25051.255360952437,-1670.3341942661755,-1629.3192631881284,0.9139741429986679
2020-05-15 14:00:00,4136001,837.9443868965518,5.111111111111111,96.0,36.84276606896551,50.81782255489866,54.810004896551725,18823.733451936358,18372.99265935982,18242.933333333334,17806.1,0.6850389127657103,0.6853835321660742,0.9760546549531507,118488.76083333333,118488.76083333333,0.7514087889294777,0.7334160462073263,25051.255360952437,-580.8001186030233,-566.8926593598226,0.969145328152568
2020-05-15 14:15:00,4136001,826.1285799999998,5.208333333333333,87.5,37.3528292,50.97969237525773,53.53894659999999,18544.901095134963,18103.067022856776,18774.32,18327.02,0.7049929704679545,0.7054345253412194,0.9761749027394867,123070.51583333334,123070.51583333334,0.7402783145167658,0.722641111673555,25051.255360952437,229.4189048650369,223.95297714322442,1.0123709964096397
2020-05-15 14:30:00,4136001,681.0660216666665,5.305555555555556,79.0,37.268465866666666,48.38065417906129,51.3589315,15465.917199732845,15122.883522230168,17019.53380952381,16642.04095238095,0.6390991362859466,0.6405771511108729,0.9778200236641251,127231.02607142857,127231.02607142857,0.6173709451638769,0.6036776722096854,25051.255360952437,1553.6166097909663,1519.1574301507826,1.100454217472327
2020-05-15 14:45:00,4136001,686.6465400000001,5.402777777777778,70.5,37.216598344827574,48.29958664278577,49.36587620689655,15598.219709000921,15252.51660285505,18272.444285714286,17867.472380952382,0.6861470761495445,0.6877458472847462,0.9778370152110127,131697.89416666667,131697.89416666667,0.6226522177932038,0.6088523861614238,25051.255360952437,2674.2245767133645,2614.955778097332,1.1714442177763535
2020-05-15 15:00:00,4136001,653.8071269999998,5.5,62.0,37.11558026666666,47.55644783293941,50.19004316666666,14900.909092643336,14575.041557473462,20077.719523809523,19638.640476190474,0.7539368204714163,0.7559207674061732,0.9781310299161038,136607.5542857143,136607.5542857143,0.5948168615880818,0.5818088294366149,25051.255360952437,5176.810431166186,5063.598918717013,1.3474157448368038
2020-05-15 15:15:00,4136001,605.1379079310345,5.277777777777778,60.75,37.086618275862065,46.99067568880862,48.284412275862074,13825.996811526684,13527.517512698094,19133.233333333334,18720.18,0.7184704959925658,0.7205678442322968,0.9784117338592362,141287.5992857143,141287.5992857143,0.5519083420097725,0.5399935978371578,25051.255360952437,5307.23652180665,5192.662487301906,1.3838592322965115
2020-05-15 15:30:00,4136001,448.6365886666666,5.055555555555556,59.5,36.626162833333325,44.15614921578829,45.371701266666655,10377.732818413437,10165.649956955052,14042.306666666667,13755.333333333334,0.5273015208622892,0.5294634392776487,0.9795636614307431,144726.4326190476,144726.4326190476,0.41425999092202304,0.4057940334918433,25051.255360952437,3664.5738482532306,3589.6833763782815,1.353118924178805
2020-05-15 15:45:00,4136001,505.6144153333334,4.833333333333334,58.25,36.755735033333345,45.464216179274324,44.975190033333334,11629.454205387729,11386.393412611533,15855.710000000001,15524.318571428572,0.5953964826304469,0.5975543379491914,0.979099552869507,148607.51226190475,148607.51226190475,0.4642264045383785,0.45452386511374526,25051.255360952437,4226.255794612272,4137.925158817039,1.3634096424451563
2020-05-15 16:00:00,4136001,450.4635889655172,4.611111111111112,57.0,36.754657551724144,44.721823964273085,45.037737517241375,10394.460634552204,10181.461199470583,14186.605714285713,13895.899047619047,0.5327200827178796,0.5348740247376084,0.9795083706052442,152081.48702380952,152081.48702380952,0.4149277345499468,0.4064251891879437,25051.255360952437,3792.145079733509,3714.4378481484637,1.3648236510827747
2020-05-15 16:15:00,4136001,327.1433133333333,4.25,58.5,36.599552466666665,42.64991890523395,41.94711026666667,7616.76158219653,7469.575126946543,10408.01857142857,10206.89380952381,0.39083066280733814,0.39287867256813486,0.9806759797242411,154633.21047619046,154633.21047619046,0.3040471015304418,0.2981716891756818,25051.255360952437,2791.2569892320407,2737.3186825772673,1.366462434081742
2020-05-15 16:30:00,4136001,291.8783699999999,3.888888888888889,60.0,36.25738223333334,41.91393979147287,40.56484676666666,6817.226110981944,6693.253468760926,9310.133333333333,9140.826666666666,0.3496040631095766,0.3518441471022763,0.9818147967805688,156918.41714285716,156918.41714285716,0.27213111729354694,0.26718235762323295,25051.255360952437,2492.9072223513895,2447.57319790574,1.365677649790072
2020-05-15 16:45:00,4136001,300.2540158620689,3.527777777777778,61.5,36.28795296551724,42.39937197349747,40.67958106896553,6998.245814214427,6868.583163953736,9733.8,9553.453333333333,0.36551313581216127,0.3677267672305421,0.9814721211996685,159306.78047619047,159306.78047619047,0.2793570906279867,0.27418119631081816,25051.255360952437,2735.5541857855724,2684.8701693795965,1.3908914117062414
2020-05-15 17:00:00,4136001,203.801124,3.1666666666666665,63.0,36.00283696666666,40.370627879654236,39.21984663333333,4791.576636149488,4705.339260148437,6389.254285714286,6274.262380952381,0.23992237044861403,0.24150578242253307,0.982002296415246,160875.34607142856,160875.34607142856,0.19127091904616292,0.1878284817407866,25051.255360952437,1597.6776495647982,1568.9231208039446,1.3334346439356322
2020-05-15 17:15:00,4136001,133.9985576206896,2.5347222222222223,71.25,35.6273375862069,38.79234632835487,37.1342668275862,3171.637722227852,3108.8228082612372,4269.249523809523,4184.69619047619,0.16031424325671323,0.16107524140999355,0.9801948017182456,161921.5201190476,161921.5201190476,0.12660593956387134,0.12409848382716104,25051.255360952437,1097.6118015816714,1075.873382214953,1.3460709884641795
2020-05-15 17:30:00,4136001,66.8117974,1.9027777777777777,79.5,35.20957449999999,36.967085940220954,35.67895299999999,1593.6012222988695,1549.7445069987684,2091.0466666666666,2033.5,0.07852072410188214,0.07827246913471855,0.9724794919290818,162429.8951190476,162429.8951190476,0.06361362731477428,0.061862947970837655,25051.255360952437,497.4454443677971,483.75549300123157,1.3121517713510542
2020-05-15 17:45:00,4136001,28.1551489655172,1.270833333333333,87.75,34.73165155172415,35.56730188831292,34.005620655172415,675.5084317863159,652.9323435623265,847.7733333333333,819.44,0.031834667809549744,0.031541476325426004,0.9665791170595915,162634.75511904762,162634.75511904762,0.026965053130201033,0.02606385724605469,25051.255360952437,172.26490154701742,166.50765643767352,1.255015175889781
2020-05-15 18:00:00,4136001,17.8952295833333,0.6388888888888888,96.0,34.36776166666667,34.97706468278288,33.148010066666664,430.40717481779006,415.62452553718975,545.24,526.5133333333333,0.020474263100764636,0.020266288975830396,0.965654268456704,162766.38345238095,162766.38345238095,0.017181062131068636,0.016590965983486264,25051.255360952437,114.83282518220994,110.88880779614357,1.266800443628347
2020-05-15 18:15:00,4136001,10.471804437931,0.9791666666666666,96.75,33.98528399999999,34.315650888175114,32.47362655172414,252.55667944814996,243.72561837658492,333.97809523809525,322.3,0.0125411844174987,0.012405811065709265,0.9650333497777157,162846.95845238096,162846.95845238096,0.010081597740678967,0.009729078038798874,25051.255360952437,81.42141578994529,78.57438162341509,1.3223886850581639
2020-05-15 18:30:00,4136001,2.6849175524666,1.3194444444444444,97.5,33.545849633333326,33.62475977447856,31.703619466666662,64.94013070531894,62.64408937465692,51.73190476190476,49.902857142857144,0.0019425805678213942,0.0019208359210467446,0.9646437217522577,162859.43416666667,162859.43416666667,0.0025922904768493783,0.002500636733450919,25051.255360952437,-13.208225943414178,-12.741232231799778,0.7966091875707858
2020-05-15 18:45:00,4136001,0.0,1.659722222222222,98.25,33.09357417241378,33.09357417241378,31.061414,0.0,0.0,0.0,0.0,0.0,0.0,0.9646579325829066,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 19:00:00,4136001,0.0,2.0,99.0,32.57998866666667,32.57998866666667,30.368819166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.9646721434135554,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 19:15:00,4136001,0.0,2.4444444444444446,99.0,32.106470551724136,32.106470551724136,29.570269413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.9646863542442043,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 19:30:00,4136001,0.0,2.888888888888889,99.0,31.78520906666667,31.78520906666667,29.3748617,0.0,0.0,0.0,0.0,0.0,0.0,0.9647005650748532,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 19:45:00,4136001,0.0,3.333333333333333,99.0,31.50534475862069,31.50534475862069,28.92643162068966,0.0,0.0,0.0,0.0,0.0,0.0,0.9647147759055021,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 20:00:00,4136001,0.0,3.7777777777777777,99.0,31.4473155,31.4473155,28.39059036666666,0.0,0.0,0.0,0.0,0.0,0.0,0.964728986736151,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 20:15:00,4136001,0.0,3.9791666666666665,98.75,30.79767863333333,30.79767863333333,27.451146333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.9647431975667999,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 20:30:00,4136001,0.0,4.180555555555555,98.5,30.55072879310345,30.55072879310345,27.47504282758621,0.0,0.0,0.0,0.0,0.0,0.0,0.9647574083974487,162859.43416666667,162859.43416666667,0.0,0.0,25051.255360952437,0.0,0.0,
2020-05-15 20:45:00,4136001,0.1204262175862,4.381944444444445,98.25,31.047410586206897,31.049601249130834,29.370689551724137,2.9438255048770388,2.8401192990651927,0.0,0.0,0.0,0.0,0.9647716192280976,162859.43416666667,162859.43416666667,0.00011751209520084968,0.0001133723343658101,25051.255360952437,-2.9438255048770388,-2.8401192990651927,0.0
